quality,acidity,alcohol,chlorides,density,sugar,sulfates,type
8,0.3,13,0.038,0.98942,1.5,0.48,white
8,0.32,12.4,0.055,0.99171,5,0.5,white
7,0.19,9.4,0.052,0.99352,1.2,0.42,white
6,0.27,9.6,0.047,0.99705,13,0.5,white
6,0.27,9.6,0.047,0.99705,13,0.5,white
6,0.27,9.6,0.047,0.99705,13,0.5,white
6,0.27,9.6,0.047,0.99705,13,0.5,white
5,0.28,9.1,0.057,0.99654,8.6,0.51,white
7,0.21,12,0.048,0.98953,1.7,0.37,white
4,0.24,11.2,0.045,0.99132,1.2,0.46,white
6,0.27,10.1,0.076,0.99204,1.2,0.47,white
6,0.27,10.3,0.076,0.99185,1.2,0.45,white
6,0.27,12.3,0.034,0.98952,2,0.56,white
6,0.315,10.55,0.031,0.99704,19.4,0.4,white
4,0.59,10.9,0.037,0.99032,0.8,0.4,white
5,0.3,9.7,0.042,0.99382,6.3,0.48,white
5,0.3,9.8,0.043,0.99382,6.4,0.48,white
6,0.3,8.9,0.045,0.9974,12.1,0.53,white
6,0.3,8.9,0.045,0.9974,12.1,0.53,white
5,0.31,10.2,0.045,0.99546,12.9,0.59,white
7,0.25,11.7,0.038,0.99088,2.4,0.36,white
8,0.32,12.8,0.03,0.98904,4.3,0.36,white
8,0.225,12.8,0.03,0.989,4.2,0.36,white
5,0.31,10.2,0.045,0.99546,12.9,0.59,white
6,0.62,13.55,0.037,0.98758,1.7,0.39,white
6,0.3,11.6,0.036,0.9901,2.2,0.38,white
6,0.3,8.9,0.045,0.9974,12.1,0.53,white
6,0.785,13.8,0.036,0.98981,3.4,0.92,white
6,0.31,9.4,0.175,0.9952,7.4,0.5,white
5,0.32,9.4,0.174,0.99519,7.3,0.49,white
7,0.105,10.7,0.035,0.99142,1.1,0.55,white
7,0.105,10.7,0.035,0.99142,1.1,0.55,white
6,0.33,12.3,0.043,0.9897,1.4,0.5,white
5,0.32,10.3,0.042,0.99684,14.5,0.43,white
6,0.26,10.4,0.047,0.99445,8,0.42,white
7,0.2,11.6,0.039,0.99051,1.1,0.45,white
7,0.105,10.7,0.035,0.99142,1.1,0.55,white
8,0.28,12.8,0.037,0.98986,2.2,0.33,white
7,0.31,11.9,0.038,0.99189,5.8,0.53,white
4,0.35,12.1,0.033,0.98934,0.9,0.35,white
6,0.26,9.2,0.034,0.99449,6.4,0.41,white
6,0.28,9.5,0.051,0.99566,10.9,0.62,white
6,0.17,11,0.039,0.99252,7.3,0.57,white
5,0.35,10.9,0.053,0.9959,8.3,0.5,white
6,0.26,10.4,0.053,0.9924,1.3,0.62,white
5,0.375,9.1,0.054,0.99482,3.3,0.52,white
6,0.17,11.4,0.075,0.99103,1,0.62,white
7,0.26,11.4,0.027,0.98946,1.1,0.43,white
5,0.36,9.7,0.127,0.99212,1,0.45,white
6,0.4,12.4,0.026,0.99052,5.1,0.67,white
7,0.76,13.7,0.041,0.99026,3.2,0.94,white
6,0.41,10.6,0.032,0.99516,12.6,0.43,white
6,0.385,11.2,0.031,0.99128,3.7,0.63,white
6,0.27,13.1333333333333,0.021,0.9891,1.7,0.95,white
6,0.4,12.4,0.026,0.99052,5.1,0.67,white
5,0.36,9.7,0.127,0.99212,1,0.45,white
6,0.24,11,0.043,0.99176,1.3,0.45,white
6,0.23,11.3,0.036,0.99162,1.5,0.45,white
7,0.28,12,0.054,0.99193,4.6,0.46,white
5,0.23,9.2,0.042,0.9967,10.3,0.47,white
6,0.34,10.7,0.046,0.99462,6.1,0.57,white
6,0.34,10.7,0.046,0.99462,6.1,0.57,white
6,0.22,11.4,0.036,0.99058,1.2,0.76,white
5,0.23,9.2,0.042,0.9967,10.3,0.47,white
7,0.32,12.1,0.032,0.99258,9.9,0.43,white
6,0.29,11.1,0.062,0.99138,1.6,0.35,white
6,0.38,9.7,0.058,0.99271,1.1,0.43,white
5,0.32,10.7,0.057,0.9917,1.5,0.36,white
6,0.33,10.9,0.031,0.99126,1.2,0.58,white
7,0.37,12,0.033,0.98986,1.5,0.56,white
6,0.295,10.6,0.035,0.99154,1.1,0.56,white
5,0.5,9.6,0.096,0.99642,11.5,0.49,white
6,0.28,13.1,0.031,0.99154,7.8,0.42,white
6,0.275,11,0.038,0.99313,7.4,0.51,white
4,0.405,11.6,0.038,0.99125,1.45,0.4,white
7,0.34,11.95,0.029,0.99318,8.9,0.35,white
6,0.22,11.1,0.05,0.99099,1.1,0.62,white
6,0.28,11.5,0.043,0.99004,1,0.36,white
5,0.34,11.3,0.046,0.99093,2.5,0.4,white
6,0.29,11.9,0.044,0.98924,1.1,0.34,white
5,0.38,9.5,0.136,0.99336,2.4,0.6,white
6,0.3,12.2,0.048,0.98944,2.3,0.46,white
7,0.54,12.2,0.038,0.99022,5.1,0.4,white
6,0.36,11.1,0.048,0.99146,2.5,0.56,white
5,0.33,9.6,0.055,0.99488,8.9,0.48,white
6,0.36,11.1,0.048,0.99146,2.5,0.56,white
5,0.33,9.6,0.055,0.99488,8.9,0.48,white
5,0.23,11.4,0.044,0.99176,1.6,0.73,white
5,0.25,11.4,0.047,0.99001,1.4,0.62,white
6,0.35,12.0666666666667,0.041,0.99005,3.9,0.59,white
6,0.23,9,0.058,0.99755,13.7,0.46,white
6,0.23,9,0.058,0.99755,13.7,0.46,white
6,0.38,11.4,0.043,0.99444,9.2,0.42,white
5,0.35,9.6,0.055,0.99502,7.8,0.45,white
6,0.43,11,0.045,0.99222,7.6,0.37,white
6,0.52,11,0.046,0.99224,7.7,0.38,white
6,0.31,11.2,0.027,0.99067,3,0.56,white
6,0.22,11.55,0.052,0.99069,1.3,0.47,white
7,0.36,13.3,0.036,0.98936,4,0.5,white
5,0.41,9.63333333333333,0.066,0.99266,1.1,0.47,white
6,0.355,13.6,0.046,0.98822,2,0.46,white
6,0.41,11.2,0.048,0.99138,1.9,0.55,white
6,0.6,13,0.031,0.98854,1.4,0.38,white
6,0.23,10.8,0.046,0.99324,4.5,0.64,white
6,0.24,9.8,0.032,0.99626,10.1,0.51,white
7,0.32,11.45,0.021,0.99188,6.6,0.36,white
6,0.2,12.05,0.015,0.9897,1.9,0.55,white
5,0.42,9.7,0.032,0.99622,12.4,0.6,white
6,0.21,11.9,0.03,0.99044,1.6,0.52,white
6,0.2,10,0.048,0.99282,2.5,0.49,white
6,0.22,9.7,0.035,0.99245,1.2,0.41,white
7,0.38,11.6,0.038,0.99132,2.5,0.59,white
5,0.54,8.8,0.032,0.99286,0.8,0.36,white
4,0.53,9.5,0.035,0.99234,0.9,0.35,white
6,0.34,9.53333333333333,0.046,0.99494,8.1,0.5,white
6,0.34,9.53333333333333,0.046,0.99494,8.1,0.5,white
6,0.235,9.4,0.03,0.9954,11.75,0.5,white
5,0.32,10.7,0.037,0.99184,1.3,0.38,white
6,0.47,11.5,0.035,0.98964,1.9,0.35,white
5,0.33,9.6,0.048,0.99492,8.3,0.5,white
6,0.34,9.55,0.046,0.99494,8.1,0.5,white
7,0.21,12.15,0.028,0.99168,5.7,1.08,white
7,0.41,13,0.023,0.98928,1.9,0.79,white
5,0.22,9.2,0.052,0.9933,1.2,0.54,white
6,0.235,9.4,0.03,0.9954,11.75,0.5,white
6,0.34,11.8,0.036,0.98938,2.2,0.44,white
6,0.21,10.6,0.038,0.99074,0.9,0.46,white
5,0.23,9.7,0.032,0.99298,1.3,0.54,white
6,0.21,11.2,0.039,0.99114,1.6,0.5,white
5,0.32,9.6,0.047,0.9949,8,0.46,white
6,0.24,9.4,0.041,0.99254,1.2,0.46,white
7,0.29,12.8,0.022,0.98869,1.1,0.38,white
6,0.21,11.8,0.02,0.98941,0.8,0.32,white
5,0.7,9.4,0.076,0.9978,1.9,0.56,red
5,0.88,9.8,0.098,0.9968,2.6,0.68,red
5,0.76,9.8,0.092,0.997,2.3,0.65,red
6,0.28,9.8,0.075,0.998,1.9,0.58,red
5,0.7,9.4,0.076,0.9978,1.9,0.56,red
5,0.66,9.4,0.075,0.9978,1.8,0.56,red
5,0.6,9.4,0.069,0.9964,1.6,0.46,red
7,0.65,10,0.065,0.9946,1.2,0.47,red
7,0.58,9.5,0.073,0.9968,2,0.57,red
5,0.5,10.5,0.071,0.9978,6.1,0.8,red
5,0.58,9.2,0.097,0.9959,1.8,0.54,red
5,0.5,10.5,0.071,0.9978,6.1,0.8,red
5,0.615,9.9,0.089,0.9943,1.6,0.52,red
5,0.61,9.1,0.114,0.9974,1.6,1.56,red
5,0.62,9.2,0.176,0.9986,3.8,0.88,red
5,0.62,9.2,0.17,0.9986,3.9,0.93,red
7,0.28,10.5,0.092,0.9969,1.8,0.75,red
5,0.56,9.3,0.368,0.9968,1.7,1.28,red
4,0.59,9,0.086,0.9974,4.4,0.5,red
6,0.32,9.2,0.341,0.9969,1.8,1.08,red
6,0.22,9.4,0.077,0.9968,1.8,0.53,red
5,0.39,9.7,0.082,0.9982,2.3,0.65,red
5,0.43,9.5,0.106,0.9966,1.6,0.91,red
5,0.49,9.4,0.084,0.9968,2.3,0.53,red
6,0.4,9.7,0.085,0.9968,2.4,0.63,red
5,0.39,9.3,0.08,0.9955,1.4,0.56,red
5,0.41,9.5,0.08,0.9962,1.8,0.59,red
5,0.43,9.5,0.106,0.9966,1.6,0.91,red
5,0.71,9.4,0.08,0.9972,1.9,0.55,red
6,0.645,9.8,0.082,0.9964,2,0.59,red
5,0.675,10.1,0.089,0.9958,2.4,0.54,red
6,0.685,10.6,0.105,0.9966,2.5,0.57,red
5,0.655,9.8,0.083,0.9966,2.3,0.66,red
6,0.605,9.4,0.073,0.9993,10.7,0.52,red
5,0.32,9.2,0.103,0.9957,1.8,0.55,red
6,0.645,9.6,0.086,0.9986,5.5,0.55,red
6,0.6,10.8,0.086,0.9975,2.4,0.6,red
7,0.38,9.7,0.066,0.9968,2.1,0.73,red
4,1.13,9.8,0.172,0.994,1.5,0.48,red
5,0.45,10.5,0.074,0.9978,5.9,0.83,red
5,0.45,10.5,0.074,0.9978,5.9,0.83,red
4,0.61,9.3,0.088,0.9976,2.8,0.51,red
6,0.49,10.5,0.332,0.9968,2.6,0.9,red
5,0.66,10.3,0.069,0.9968,2.2,1.2,red
5,0.67,9.5,0.05,0.9962,1.8,0.52,red
4,0.52,13.1,0.054,0.9934,2.1,0.56,red
5,0.935,9.2,0.114,0.997,2.2,0.73,red
5,0.29,9.5,0.113,0.9969,1.6,0.58,red
5,0.4,9.2,0.066,0.9958,1.6,0.56,red
5,0.31,9.2,0.074,0.9954,1.4,0.58,red
5,0.66,9.2,0.074,0.9971,1.7,0.74,red
6,0.52,9.4,0.069,0.9956,2.2,0.63,red
6,0.5,9.4,0.068,0.9955,2.1,0.64,red
5,0.38,9.4,0.081,0.997,3,0.56,red
6,0.51,10.2,0.11,0.9955,2.8,0.63,red
5,0.62,9.5,0.084,0.9978,3.8,0.53,red
5,0.42,9.6,0.07,0.9971,3.4,0.63,red
5,0.63,9.4,0.111,0.9983,5.1,0.77,red
5,0.59,10,0.076,0.9975,2.3,0.59,red
6,0.39,9.4,0.074,0.9962,2.4,0.54,red
5,0.4,9.2,0.079,0.998,2.2,0.64,red
5,0.69,9.3,0.115,0.9968,1.8,0.71,red
7,0.52,9.5,0.085,0.9968,1.9,0.62,red
5,0.735,9.8,0.081,0.9966,2,0.57,red
5,0.725,10.9,0.086,0.9962,4.65,0.39,red
5,0.725,10.9,0.086,0.9962,4.65,0.39,red
5,0.52,9.6,0.079,0.9968,1.5,0.58,red
5,0.705,10.7,0.076,0.9962,1.6,0.58,red
5,0.32,10.7,0.074,0.9969,2,0.79,red
6,0.705,10.5,0.074,0.9962,1.9,0.95,red
6,0.63,9.5,0.076,0.9967,1.9,0.54,red
5,0.67,9.5,0.088,0.9962,2.1,0.48,red
5,0.69,9.5,0.084,0.9961,1.9,0.48,red
4,0.675,9.2,0.084,0.9976,2.1,0.53,red
5,0.32,9.6,0.094,0.9984,2.5,0.82,red
5,0.41,10.5,0.093,0.9986,2.2,0.66,red
5,0.41,10.5,0.093,0.9986,2.2,0.66,red
6,0.785,10.7,0.104,0.9966,2.4,0.55,red
5,0.75,10.1,0.086,0.9958,2,0.52,red
4,0.625,9.1,0.08,0.9972,1.5,1.12,red
5,0.45,9.2,0.069,0.9958,1.6,0.56,red
5,0.43,9.4,0.464,0.9974,1.9,1.28,red
5,0.5,9.1,0.086,0.997,2,0.57,red
5,0.67,9.4,0.401,0.9969,1.8,1.14,red
6,0.3,10.3,0.069,0.9959,1.8,0.78,red
5,0.55,10.1,0.076,0.9961,2.2,0.59,red
6,0.49,9.9,0.11,0.9972,1.9,1.95,red
5,0.49,9.6,0.062,0.9966,1.9,0.64,red
5,0.39,9.5,0.107,0.9978,2.1,1.22,red
5,0.62,9,0.076,0.9978,1.8,0.53,red
5,0.52,9.5,0.079,0.9964,1.9,0.54,red
6,0.49,9.9,0.11,0.9972,1.9,1.95,red
5,0.49,9.8,0.11,0.9972,2,1.98,red
5,0.49,9.6,0.062,0.9966,1.9,0.64,red
4,1.02,10.5,0.045,0.9938,1.4,0.48,red
6,0.6,12.9,0.058,0.9932,2.3,0.6,red
5,0.775,10.7,0.102,0.9965,3,0.56,red
5,0.5,9.2,0.07,0.9963,2,0.63,red
5,0.9,9.8,0.079,0.9967,2.5,0.56,red
6,0.545,9,0.08,0.9972,1.9,0.59,red
6,0.61,10.2,0.084,0.9972,2.1,0.61,red
6,0.5,10.4,0.075,0.9959,1.9,0.56,red
6,0.545,9,0.08,0.9972,1.9,0.59,red
5,0.575,9.2,0.077,0.9967,2.1,0.51,red
5,0.49,9.4,0.07,0.996,2.2,0.48,red
5,0.575,9.2,0.077,0.9967,2.1,0.51,red
5,0.41,9.3,0.467,0.9973,1.7,1.31,red
5,0.63,9.3,0.088,0.9969,1.7,0.79,red
6,0.33,9.6,0.091,0.9976,2.5,0.8,red
5,0.785,9.3,0.122,0.9969,2,0.69,red
5,0.56,9.5,0.104,0.9964,1.8,0.93,red
5,0.62,9.8,0.084,0.9964,2.2,0.66,red
5,0.6,9.8,0.085,0.9964,2.2,0.66,red
6,0.31,9.7,0.08,0.9988,2.3,0.67,red
5,0.56,9.5,0.104,0.9964,1.8,0.93,red
6,0.4,10.5,0.09,0.9966,2.2,0.63,red
6,0.54,10,0.077,0.9978,1.9,0.61,red
6,0.56,9.4,0.082,0.997,2,0.5,red
6,0.55,10.9,0.119,0.9962,2.2,0.6,red
6,0.69,9.2,0.097,0.9959,1.8,0.54,red
5,1.07,9,0.178,0.9962,1.7,0.57,red
6,0.55,10.9,0.119,0.9962,2.2,0.6,red
5,0.695,9.2,0.075,0.998,2.5,0.52,red
5,0.71,9.5,0.08,0.9976,2.6,0.53,red
5,0.5,9.5,0.082,0.996,1.6,0.48,red
5,0.62,9.4,0.146,0.9984,1.9,0.7,red
5,1.33,10.9,0.081,0.9964,1.7,0.49,red
5,1.33,10.9,0.082,0.9964,1.8,0.48,red
7,0.59,10.5,0.065,0.9962,1.8,0.92,red
5,0.38,9.4,0.072,0.9955,1.8,0.57,red
5,0.745,9.4,0.118,0.9968,2,0.66,red
5,0.5,13,0.049,0.9937,2.3,0.63,red
5,0.5,13,0.049,0.9937,2.3,0.63,red
6,0.5,9.8,0.06,0.9952,1.5,0.58,red
6,1.04,9.9,0.084,0.9959,2.2,0.55,red
5,0.745,9.6,0.09,0.9965,1.9,0.82,red
5,0.715,9.5,0.089,0.9968,1.8,0.77,red
5,0.415,9.2,0.081,0.9972,2,0.64,red
5,0.56,9.5,0.081,0.9962,2.1,0.54,red
5,0.56,9.5,0.081,0.9962,2,0.54,red
5,0.745,9.6,0.09,0.9965,1.9,0.82,red
5,0.715,9.5,0.089,0.9968,1.8,0.77,red
6,0.34,14,0.05,0.9916,1.8,0.79,red
5,0.39,9.4,0.066,0.9954,1.7,0.58,red
6,0.34,14,0.05,0.9916,1.8,0.79,red
5,0.67,9.4,0.117,0.9968,1.8,0.62,red
5,0.68,10,0.087,0.9944,1.8,0.52,red
5,0.49,9.3,0.236,0.9968,1.6,0.8,red
6,0.49,10.2,0.074,0.9959,2.3,0.58,red
6,0.4,10.5,0.089,0.9975,2.8,0.61,red
6,0.33,10.3,0.077,0.9958,2.1,0.53,red
4,0.52,9.4,0.61,0.9996,3.4,2,red
5,0.6,10.1,0.095,0.995,1.8,0.54,red
5,0.6,10.1,0.095,0.995,1.8,0.54,red
5,0.43,10.5,0.07,0.9973,5.5,0.72,red
5,0.43,10.5,0.071,0.9973,5.5,0.71,red
5,0.43,10.5,0.07,0.9973,5.5,0.72,red
5,0.43,10.5,0.071,0.9973,5.5,0.71,red
5,0.68,9.3,0.073,0.9969,2.2,0.5,red
6,0.6,9.3,0.079,0.9968,1.9,0.57,red
5,0.95,9.6,0.09,0.9959,2,0.56,red
4,0.68,9.2,0.072,0.9965,1.3,1.08,red
6,0.53,10,0.076,0.9964,1.7,0.56,red
5,0.6,9.4,0.07,0.9982,7.3,0.49,red
5,0.59,9.4,0.07,0.9981,7.2,0.49,red
5,0.63,9.5,0.1,0.9961,1.7,0.62,red
5,0.64,10.2,0.085,0.9956,2.1,0.52,red
4,0.55,9,0.072,0.9956,1.6,0.48,red
6,0.63,10.4,0.089,0.9953,2.1,0.55,red
5,0.705,9.5,0.36,0.9964,1.8,1.59,red
4,0.885,9.1,0.058,0.9972,1.8,0.33,red
6,0.42,9.2,0.073,0.9972,2,0.61,red
6,0.42,9.2,0.073,0.9972,2,0.61,red
6,0.62,11.5,0.068,0.9961,1.9,0.57,red
5,0.38,9.5,0.08,0.9961,2,0.47,red
5,0.5,9.5,0.085,0.9958,1.5,0.78,red
5,0.38,9.5,0.08,0.9961,2,0.47,red
6,0.52,10.5,0.087,0.9972,2.3,0.61,red
5,0.805,9.6,0.068,0.9969,2.5,0.56,red
5,0.61,9.5,0.067,0.9969,2.4,0.59,red
5,0.61,9.5,0.067,0.9969,2.4,0.59,red
5,0.61,9.3,0.27,0.9972,2,1.02,red
5,0.73,9.3,0.076,0.9972,2.5,0.52,red
5,0.61,9.3,0.077,0.9971,1.8,0.58,red
6,0.62,9.3,0.079,0.997,1.9,0.58,red
5,0.31,9.7,0.111,0.9971,2,0.53,red
5,0.39,9.2,0.082,0.9972,2,0.55,red
5,0.705,9.7,0.084,0.9976,2.6,0.49,red
5,0.5,9.5,0.084,0.9968,2,0.55,red
5,0.49,9.5,0.082,0.9968,1.9,0.55,red
5,0.5,9.4,0.077,0.9976,2.9,0.62,red
6,0.37,9.8,0.074,0.9974,1.9,0.62,red
5,0.63,9.5,0.099,0.9969,3.8,0.61,red
5,0.55,9.7,0.071,0.9964,2.2,0.55,red
5,0.55,9.7,0.071,0.9964,2.2,0.55,red
5,0.59,9.4,0.074,0.9968,2,0.54,red
5,0.58,10.2,0.074,0.9968,2.4,0.59,red
6,0.3,10.1,0.067,0.9981,2,0.97,red
7,0.835,13,0.046,0.9924,1.2,0.85,red
4,1.09,11.4,0.061,0.9948,2.1,0.43,red
7,0.32,10.3,0.056,0.99695,1.4,0.82,red
5,0.37,9.3,0.097,0.9975,2.1,1.03,red
5,0.5,9.5,0.075,0.99545,1.5,0.79,red
5,0.42,9.2,0.088,0.9961,1.6,0.55,red
6,0.43,9.2,0.089,0.99615,1.6,0.56,red
7,0.3,10.8,0.095,0.9994,2.6,0.77,red
7,0.3,10.8,0.095,0.9994,2.6,0.77,red
5,0.57,9.3,0.069,0.99625,1.8,0.53,red
5,0.44,9.4,0.1,0.9966,2.7,0.67,red
7,0.3,10.5,0.054,0.998,2.1,0.88,red
6,0.53,12.4,0.039,0.99585,2,0.86,red
6,0.725,10,0.083,0.99685,2.8,0.56,red
6,0.44,10.2,0.059,0.998,2.1,0.67,red
5,0.57,10.1,0.06,0.9959,2.2,0.43,red
6,0.735,9.8,0.092,0.9974,2.4,0.71,red
5,0.49,10.5,0.06,0.9974,5.6,0.76,red
5,0.625,11,0.101,0.9962,2,0.57,red
5,0.725,9.1,0.072,0.9967,2.2,0.55,red
5,0.49,9.7,0.076,0.9957,1.9,0.54,red
5,0.53,9.5,0.08,0.99655,2.4,0.6,red
6,0.34,9.4,0.082,0.9964,2,0.59,red
5,0.53,9.4,0.101,0.9957,2,0.57,red
5,0.61,9.5,0.057,0.99525,1.5,0.6,red
6,0.645,10,0.083,0.99815,2,0.6,red
4,0.635,10.4,0.089,0.99745,2,0.57,red
6,0.43,10.5,0.073,0.99615,2.6,0.58,red
6,0.59,9.5,0.337,0.9964,2,1.61,red
5,0.82,9.8,0.089,0.9984,2.6,0.63,red
6,0.43,10.5,0.073,0.99615,2.6,0.58,red
5,0.52,11,0.081,0.99685,2.6,0.5,red
7,0.48,12.2,0.054,0.9927,1.6,0.62,red
6,0.38,9.9,0.078,0.99625,1.8,0.52,red
6,0.37,9.6,0.09,0.998,2.8,0.7,red
5,0.52,11,0.081,0.99685,2.6,0.5,red
6,1,9,0.065,0.99685,2.3,0.55,red
6,0.63,9,0.097,0.99675,1.9,0.58,red
6,0.63,9,0.097,0.99675,1.9,0.58,red
6,0.645,9.2,0.097,0.99675,1.9,0.58,red
6,0.63,9,0.097,0.99675,1.9,0.58,red
6,1,9,0.065,0.99685,2.3,0.55,red
5,0.635,9.3,0.263,0.9971,1.7,1.09,red
6,0.38,10.9,0.093,0.99925,2.1,0.71,red
6,0.58,9.8,0.102,0.99565,1.8,0.49,red
7,0.21,9.2,0.075,1.00005,2.2,0.84,red
7,0.21,9.2,0.075,1.00005,2.2,0.84,red
6,0.66,9.9,0.084,0.9983,2,0.96,red
5,0.68,9.5,0.075,0.99685,1.9,0.52,red
5,0.6,9.3,0.072,0.9963,2.3,0.45,red
6,0.53,9.8,0.074,0.99615,1.7,0.48,red
6,0.66,9.9,0.084,0.9983,2,0.96,red
6,0.32,10,0.063,0.9985,1.6,0.78,red
6,0.6,9.9,0.074,0.9972,1.8,0.7,red
5,0.35,10.5,0.09,0.9986,3.1,0.53,red
5,0.775,9.5,0.092,0.9959,1.9,0.59,red
6,0.6,9.9,0.074,0.9972,1.8,0.7,red
5,0.57,9.3,0.073,0.99675,3.2,0.57,red
5,0.34,9.2,0.075,0.998,2.2,0.62,red
5,0.695,9.2,0.075,0.9968,2.1,0.67,red
5,0.41,9.4,0.611,0.9968,1.8,1.26,red
7,0.31,10.5,0.085,0.99965,2.6,0.8,red
5,0.33,9.3,0.077,0.99625,1.7,0.65,red
4,0.975,9.4,0.087,0.99565,2,0.6,red
5,0.52,10,0.07,0.99575,1.7,0.57,red
5,0.37,9.3,0.077,0.9963,1.8,0.67,red
5,0.56,10.9,0.064,0.9999,2.4,0.87,red
7,0.26,10.2,0.071,0.9968,1.8,0.72,red
4,0.87,9.8,0.096,1.00025,3.3,0.72,red
8,0.35,12.8,0.078,0.9973,3.6,0.86,red
6,0.54,9.4,0.077,0.9987,3,0.91,red
6,0.18,10.1,0.104,0.9996,4,0.97,red
6,0.545,10.7,0.087,0.9965,4,0.67,red
6,0.18,10.1,0.104,0.9996,4,0.97,red
5,0.37,10.1,0.071,0.99935,4,0.78,red
5,0.715,9.4,0.076,0.99735,2.4,0.64,red
5,0.65,9.4,0.088,0.99915,7,0.77,red
6,0.545,10.7,0.087,0.9965,4,0.67,red
6,0.54,9.4,0.077,0.9987,3,0.91,red
6,0.18,10.1,0.104,0.9996,4,0.97,red
8,0.32,12.6,0.073,0.9976,6.4,0.82,red
7,0.4,10.5,0.087,0.9991,5.6,0.77,red
6,0.26,9.3,0.071,0.9986,3.6,0.82,red
7,0.27,9.9,0.358,0.9972,3.5,1.08,red
5,0.52,9.1,0.067,0.9971,3,0.57,red
7,0.4,10.5,0.087,0.9991,5.6,0.77,red
5,0.59,9.8,0.102,1.00015,3.4,0.71,red
5,0.59,9.8,0.102,1.00015,3.4,0.71,red
6,0.45,10.3,0.073,0.9997,2,0.76,red
6,0.4,10.3,0.092,0.9967,3,0.7,red
7,0.52,10.6,0.091,0.9976,2.5,0.86,red
5,0.42,9.2,0.105,1.001,3.3,0.95,red
7,0.52,10.6,0.091,0.9976,2.5,0.86,red
5,0.2,10.5,0.343,0.9979,2,0.71,red
6,0.55,10.3,0.091,0.9994,2.7,0.64,red
6,0.36,10.1,0.098,0.9964,2.4,0.6,red
6,0.34,9.5,0.094,1.0014,3.2,0.81,red
5,0.5,9.5,0.073,1.0001,2.5,0.64,red
5,0.83,9.9,0.086,0.9981,2.6,0.52,red
5,0.63,9.6,0.083,0.99855,2,0.73,red
5,0.65,9.7,0.094,0.9993,2.3,0.8,red
5,0.67,9.6,0.08,0.99845,2.1,0.71,red
6,0.53,10.7,0.086,0.9965,2.6,0.59,red
6,0.18,10.1,0.068,0.9973,1.5,0.64,red
5,0.705,10,0.092,0.9994,2.6,0.72,red
5,0.67,9.5,0.186,0.996,1.6,0.54,red
5,0.65,9.2,0.112,0.9973,2.1,0.52,red
6,0.53,9.3,0.063,0.9998,2.5,0.59,red
5,0.62,9.4,0.082,0.9966,2.2,0.52,red
6,0.41,9.5,0.213,0.9994,2.4,0.62,red
6,0.43,9.5,0.214,0.9994,2.4,0.63,red
6,0.29,9.5,0.062,0.9968,1.7,0.53,red
6,0.53,9.3,0.063,0.9998,2.5,0.59,red
6,0.53,9.4,0.072,0.996,2,0.54,red
6,0.46,9.5,0.093,0.99815,2.8,0.63,red
5,0.47,9.4,0.076,0.9976,3,0.53,red
5,0.36,11,0.087,0.99645,2.6,0.68,red
6,0.35,11,0.096,0.9962,2.5,0.65,red
5,0.56,10.1,0.102,0.9996,3.4,0.65,red
6,0.77,10.4,0.082,0.99865,2.9,0.64,red
7,0.66,11.5,0.083,0.9989,3.2,0.71,red
6,0.77,10.4,0.082,0.99865,2.9,0.64,red
7,0.66,11.5,0.083,0.9989,3.2,0.71,red
5,0.61,9.7,0.09,0.99975,3.4,0.62,red
5,0.62,9.3,0.079,0.99735,2.3,0.63,red
6,0.59,9.5,0.09,0.999,2.8,0.7,red
6,0.49,9.2,0.071,1.0015,11,0.69,red
6,0.49,9.2,0.071,1.0015,11,0.69,red
7,0.53,11.5,0.121,0.9978,3.65,0.74,red
5,0.44,11.5,0.107,0.998,4.5,0.83,red
6,0.27,9.7,0.082,1.0002,2.6,0.67,red
5,0.46,9.5,0.061,0.9981,2,0.62,red
6,0.36,12.5,0.122,0.998,2.9,0.66,red
6,0.36,12.5,0.122,0.998,2.9,0.66,red
6,0.58,9.4,0.066,0.9973,3.2,0.54,red
5,0.56,11,0.105,0.9958,2.1,0.52,red
7,0.65,11.7,0.078,0.9963,2.5,0.74,red
7,0.695,12.2,0.128,0.9992,3.4,0.84,red
6,0.43,12.5,0.052,0.9948,1.9,0.7,red
5,0.43,10.3,0.08,0.9974,2.8,0.64,red
6,0.49,11.5,0.103,1.0008,3,1,red
7,0.28,9.8,0.082,0.9997,2.3,1.36,red
6,0.34,9.2,0.066,1,2.4,1.18,red
6,0.42,11.3,0.065,0.9972,2.7,0.87,red
6,0.39,9.8,0.118,0.9982,1.8,0.75,red
6,0.39,9.8,0.118,0.9982,1.8,0.75,red
6,0.57,10.7,0.082,1.0006,2.6,0.78,red
5,0.685,9.9,0.067,0.9979,1.9,0.81,red
7,0.815,12.3,0.072,0.9955,2.7,0.89,red
6,0.49,12,0.093,0.9986,3,0.93,red
6,0.56,10,0.089,0.9979,2.8,0.92,red
6,0.785,9.4,0.093,0.9994,2.6,0.86,red
6,0.67,9.9,0.107,1.0004,2.7,0.98,red
6,0.795,9.4,0.096,0.9994,2.6,0.83,red
5,0.665,9.3,0.09,0.9974,2.4,0.73,red
5,0.53,13,0.12,1.0018,4.8,0.77,red
6,0.21,11.9,0.066,0.9912,1.4,0.59,red
6,0.75,12.8,0.078,0.9955,2.4,0.61,red
5,0.41,11,0.08,1.0001,3,0.88,red
